index,Formula,Phase,Elem1,Elem2,Elem3,Elem4,Elem5,Elem6,Elem7,Elem8,CantElemen,Compo1,Compo2,Compo3,Compo4,Compo5,Compo6,Compo7,Compo8
4773.0,Hf41Nb44Si15,RMG,Hf,Nb,Si,0,0,0,0,0,3,41.0,44.0,15.0,0.0,0.0,0.0,0.0,0.0
4872.0,La15Mg70Ni15,RMG,La,Mg,Ni,0,0,0,0,0,3,15.0,70.0,15.0,0.0,0.0,0.0,0.0,0.0
4881.0,La20Mg65Ni15,RMG,La,Mg,Ni,0,0,0,0,0,3,20.0,65.0,15.0,0.0,0.0,0.0,0.0,0.0
4933.0,Mg30Nd60Ni10,CRA,Mg,Nd,Ni,0,0,0,0,0,3,30.0,60.0,10.0,0.0,0.0,0.0,0.0,0.0
4971.0,Mg60Cu25Gd15,BMG,Mg,Cu,Gd,0,0,0,0,0,3,60.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0
5025.0,Mg70Ni20Y10,BMG,Mg,Ni,Y,0,0,0,0,0,3,70.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0
5037.0,Mg72.5Pd15Yb12.5,BMG,Mg,Pd,Yb,0,0,0,0,0,3,72.5,15.0,12.5,0.0,0.0,0.0,0.0,0.0
5068.0,Mg81Mn4Y15,CRA,Mg,Mn,Y,0,0,0,0,0,3,81.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0
5072.0,Mg83Nd5Ni12,RMG,Mg,Nd,Ni,0,0,0,0,0,3,83.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0
5075.0,Mg85Nd10Ni5,RMG,Mg,Nd,Ni,0,0,0,0,0,3,85.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0
5103.0,Mn2Pd78Si20,RMG,Mn,Pd,Si,0,0,0,0,0,3,2.0,78.0,20.0,0.0,0.0,0.0,0.0,0.0
5135.0,Mo64P20Ru16,RMG,Mo,P,Ru,0,0,0,0,0,3,64.0,20.0,16.0,0.0,0.0,0.0,0.0,0.0
5139.0,Nb10Si10Ti80,CRA,Nb,Si,Ti,0,0,0,0,0,3,10.0,10.0,80.0,0.0,0.0,0.0,0.0,0.0
5142.0,Nb15Ni60Ta25,RMG,Nb,Ni,Ta,0,0,0,0,0,3,15.0,60.0,25.0,0.0,0.0,0.0,0.0,0.0
5159.0,Nb30Si15Zr55,RMG,Nb,Si,Zr,0,0,0,0,0,3,30.0,15.0,55.0,0.0,0.0,0.0,0.0,0.0
5174.0,Nb40Si13Zr47,RMG,Nb,Si,Zr,0,0,0,0,0,3,40.0,13.0,47.0,0.0,0.0,0.0,0.0,0.0
5199.0,Nb60Si20Zr20,RMG,Nb,Si,Zr,0,0,0,0,0,3,60.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0
5209.0,Nb70Si20V10,RMG,Nb,Si,V,0,0,0,0,0,3,70.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0
5268.0,Ni25Si5Ti70,RMG,Ni,Si,Ti,0,0,0,0,0,3,25.0,5.0,70.0,0.0,0.0,0.0,0.0,0.0
5289.0,Ni31.35V5Zr63.65,RMG,Ni,V,Zr,0,0,0,0,0,3,31.35,5.0,63.65,0.0,0.0,0.0,0.0,0.0
5305.0,Ni35Si10Ti55,RMG,Ni,Si,Ti,0,0,0,0,0,3,35.0,10.0,55.0,0.0,0.0,0.0,0.0,0.0
5307.0,Ni35Si20Ti45,RMG,Ni,Si,Ti,0,0,0,0,0,3,35.0,20.0,45.0,0.0,0.0,0.0,0.0,0.0
5387.0,Ni72P20Pt8,CRA,Ni,P,Pt,0,0,0,0,0,3,72.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0
5394.0,Ni8.2Pd73.8Si18,RMG,Ni,Pd,Si,0,0,0,0,0,3,8.2,73.8,18.0,0.0,0.0,0.0,0.0,0.0
5427.0,Ru10Si15Zr75,RMG,Ru,Si,Zr,0,0,0,0,0,3,10.0,15.0,75.0,0.0,0.0,0.0,0.0,0.0
5428.0,Si10Ti10Zr80,RMG,Si,Ti,Zr,0,0,0,0,0,3,10.0,10.0,80.0,0.0,0.0,0.0,0.0,0.0
5476.0,Si20Ti70V10,RMG,Si,Ti,V,0,0,0,0,0,3,20.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0
5505.0,Si55Ti24Zr21,RMG,Si,Ti,Zr,0,0,0,0,0,3,55.0,24.0,21.0,0.0,0.0,0.0,0.0,0.0
5517.0,Si65Ti20Zr15,RMG,Si,Ti,Zr,0,0,0,0,0,3,65.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0
5537.0,Tb55Al25Co20,BMG,Tb,Al,Co,0,0,0,0,0,3,55.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0
5554.0,Zr53Ni23.5Al23.5,BMG,Zr,Ni,Al,0,0,0,0,0,3,53.0,23.5,23.5,0.0,0.0,0.0,0.0,0.0
5562.0,(Ce0.72Cu0.28)75Al10Fe15,BMG,Ce,Cu,Al,Fe,0,0,0,0,4,54.0,21.000000000000004,10.0,15.0,0.0,0.0,0.0,0.0
5603.0,Ag50Mg11.5Ca30.8Cu7.7,BMG,Ag,Mg,Ca,Cu,0,0,0,0,4,50.0,11.5,30.8,7.7,0.0,0.0,0.0,0.0
5606.0,Ag53.8Mg23.1Ca15.4Cu7.7,BMG,Ag,Mg,Ca,Cu,0,0,0,0,4,53.8,23.1,15.4,7.7,0.0,0.0,0.0,0.0
5638.0,Cu43Zr40Ag7Ti10,BMG,Cu,Zr,Ag,Ti,0,0,0,0,4,43.0,40.0,7.0,10.0,0.0,0.0,0.0,0.0
5651.0,Cu46.4Ag11.6Zr35Ti7,BMG,Cu,Ag,Zr,Ti,0,0,0,0,4,46.4,11.6,35.0,7.0,0.0,0.0,0.0,0.0
5665.0,Cu60Zr20Hf10Ti10,BMG,Cu,Zr,Hf,Ti,0,0,0,0,4,60.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0
5666.0,Cu60Zr29Ti10Sn1,BMG,Cu,Zr,Ti,Sn,0,0,0,0,4,60.0,29.0,10.0,1.0,0.0,0.0,0.0,0.0
5674.0,Fe56Co16Y6B22,BMG,Fe,Co,Y,B,0,0,0,0,4,56.0,16.0,6.0,22.0,0.0,0.0,0.0,0.0
5677.0,Fe62Co10Y6B22,BMG,Fe,Co,Y,B,0,0,0,0,4,62.0,10.0,6.0,22.0,0.0,0.0,0.0,0.0
5701.0,Fe72W3Y3B22,BMG,Fe,W,Y,B,0,0,0,0,4,72.0,3.0,3.0,22.0,0.0,0.0,0.0,0.0
5712.0,Ho30Al24Co20Y26,BMG,Ho,Al,Co,Y,0,0,0,0,4,30.0,24.0,20.0,26.0,0.0,0.0,0.0,0.0
5746.0,La64.6Al14.6Cu10.4Ni10.4,BMG,La,Al,Cu,Ni,0,0,0,0,4,64.6,14.6,10.4,10.4,0.0,0.0,0.0,0.0
5766.0,Mg65Cu15Ag10Er10,BMG,Mg,Cu,Ag,Er,0,0,0,0,4,65.0,15.0,10.0,10.0,0.0,0.0,0.0,0.0
5791.0,Pd40Cu30Ni10P20,BMG,Pd,Cu,Ni,P,0,0,0,0,4,40.0,30.0,10.0,20.0,0.0,0.0,0.0,0.0
5814.0,Sr60Li5Mg15Zn20,BMG,Sr,Li,Mg,Zn,0,0,0,0,4,60.0,5.0,15.0,20.0,0.0,0.0,0.0,0.0
5828.0,Tm27.5Y27.5Al25Co20,BMG,Tm,Y,Al,Co,0,0,0,0,4,27.5,27.5,25.0,20.0,0.0,0.0,0.0,0.0
5834.0,Y36Sc20Al24Co20,BMG,Y,Sc,Al,Co,0,0,0,0,4,36.0,20.0,24.0,20.0,0.0,0.0,0.0,0.0
5873.0,Zr65.025Cu14.85Ni10.125Al10,BMG,Zr,Cu,Ni,Al,0,0,0,0,4,65.025,14.85,10.125,10.0,0.0,0.0,0.0,0.0
5888.0,(Ce0.2La0.8)68Al10Cu20Co2,BMG,Ce,La,Al,Cu,Co,0,0,0,5,13.6,54.400000000000006,10.0,20.0,2.0,0.0,0.0,0.0
5901.0,(Fe0.72Tb0.03B0.2Si0.05)96Nb4,BMG,Fe,Tb,B,Si,Nb,0,0,0,5,69.12,2.88,19.200000000000003,4.800000000000001,4.0,0.0,0.0,0.0
5922.0,[(Co0.8Fe0.2)0.75B0.2Si0.05]96Nb4,BMG,Co,Fe,B,Si,Nb,0,0,0,5,57.60000000000001,14.400000000000002,19.200000000000003,4.800000000000001,4.0,0.0,0.0,0.0
5923.0,[(Co0.9Fe0.1)0.75B0.2Si0.05]96Nb4,BMG,Co,Fe,B,Si,Nb,0,0,0,5,64.80000000000001,7.200000000000001,19.200000000000003,4.800000000000001,4.0,0.0,0.0,0.0
5924.0,[(Fe0.5Co0.5)0.75B0.2Si0.05]96Nb4,BMG,Fe,Co,B,Si,Nb,0,0,0,5,36.0,36.0,19.200000000000003,4.800000000000001,4.0,0.0,0.0,0.0
5963.0,La62.5Al12.5Ag5Cu15Fe5,BMG,La,Al,Ag,Cu,Fe,0,0,0,5,62.5,12.5,5.0,15.0,5.0,0.0,0.0,0.0
5965.0,La62.5Al12.5Ag5Cu17.5Fe2.5,BMG,La,Al,Ag,Cu,Fe,0,0,0,5,62.5,12.5,5.0,17.5,2.5,0.0,0.0,0.0
5968.0,Mg65Cu15Ag5Pd5Gd10,BMG,Mg,Cu,Ag,Pd,Gd,0,0,0,5,65.0,15.0,5.0,5.0,10.0,0.0,0.0,0.0
6015.0,Zr33Ti30Cu7.5Be27.5Al2,BMG,Zr,Ti,Cu,Be,Al,0,0,0,5,33.0,30.0,7.5,27.5,2.0,0.0,0.0,0.0
6022.0,Zr44Ti11Cu10Ni10Be25,BMG,Zr,Ti,Cu,Ni,Be,0,0,0,5,44.0,11.0,10.0,10.0,25.0,0.0,0.0,0.0
6035.0,Zr53.1Ti5.4Cu19.8Ni11.7Al10,BMG,Zr,Ti,Cu,Ni,Al,0,0,0,5,53.1,5.4,19.8,11.7,10.0,0.0,0.0,0.0
6036.0,Zr53Al14Ni10Cu19Y4,BMG,Zr,Al,Ni,Cu,Y,0,0,0,5,53.0,14.0,10.0,19.0,4.0,0.0,0.0,0.0
6057.0,Co48Cr15Mo14C15B6Er2,BMG,Co,Cr,Mo,C,B,Er,0,0,6,48.0,15.0,14.0,15.0,6.0,2.0,0.0,0.0
6060.0,Cu47Ti33Zr5Nb6Ni8Si1,BMG,Cu,Ti,Zr,Nb,Ni,Si,0,0,6,47.0,33.0,5.0,6.0,8.0,1.0,0.0,0.0
6069.0,Fe61Co7Zr10Mo5W2B15,BMG,Fe,Co,Zr,Mo,W,B,0,0,6,61.0,7.0,10.0,5.0,2.0,15.0,0.0,0.0
6079.0,Fe74Mo5P10C4B4Si3,BMG,Fe,Mo,P,C,B,Si,0,0,6,74.0,5.0,10.0,4.0,4.0,3.0,0.0,0.0
6089.0,La32Ce32Al16Ni5Cu5Co10,BMG,La,Ce,Al,Ni,Cu,Co,0,0,6,32.0,32.0,16.0,5.0,5.0,10.0,0.0,0.0
6106.0,Zr41Ti14Cu12.5Ni2Be22.5Fe8,BMG,Zr,Ti,Cu,Ni,Be,Fe,0,0,6,41.0,14.0,12.5,2.0,22.5,8.0,0.0,0.0
6124.0,Fe68Mo5Ni5Cr2P12.5C5B2.5,BMG,Fe,Mo,Ni,Cr,P,C,B,0,7,68.0,5.0,5.0,2.0,12.5,5.0,2.5,0.0
6146.0,Ca65Li7.54Mg6.46Zn21,BMG,Ca,Li,Mg,Zn,0,0,0,0,4,65.0,7.54,6.46,21.0,0.0,0.0,0.0,0.0
6168.0,Ni59Zr11Ti16Si2Sn3Nb9,BMG,Ni,Zr,Ti,Si,Sn,Nb,0,0,6,59.0,11.0,16.0,2.0,3.0,9.0,0.0,0.0
6169.0,Ni59Zr13Ti14Si2Sn3Nb9,BMG,Ni,Zr,Ti,Si,Sn,Nb,0,0,6,59.0,13.0,14.0,2.0,3.0,9.0,0.0,0.0
6175.0,Ni59Zr16Ti13Si2Sn3Nb7,BMG,Ni,Zr,Ti,Si,Sn,Nb,0,0,6,59.0,16.0,13.0,2.0,3.0,7.0,0.0,0.0
6197.0,(Fe0.9Co0.1)64Mo14C15B6Er1,BMG,Fe,Co,Mo,C,B,Er,0,0,6,57.6,6.4,14.0,15.0,6.0,1.0,0.0,0.0
6205.0,Fe35.5Ni35.5Nb6B23,BMG,Fe,Ni,Nb,B,0,0,0,0,4,35.5,35.5,6.0,23.0,0.0,0.0,0.0,0.0
6209.0,Fe49Cr15Mo14C18B3Er1,BMG,Fe,Cr,Mo,C,B,Er,0,0,6,49.0,15.0,14.0,18.0,3.0,1.0,0.0,0.0
6210.0,Fe49Cr15Mo14C19B2Er1,BMG,Fe,Cr,Mo,C,B,Er,0,0,6,49.0,15.0,14.0,19.0,2.0,1.0,0.0,0.0
6212.0,Fe50Mn10Mo14Cr4C16B6,BMG,Fe,Mn,Mo,Cr,C,B,0,0,6,50.0,10.0,14.0,4.0,16.0,6.0,0.0,0.0
6227.0,Mg61Cu22.4Ag5.6Y11,BMG,Mg,Cu,Ag,Y,0,0,0,0,4,61.0,22.4,5.6,11.0,0.0,0.0,0.0,0.0
6239.0,Zr50Al10Ni10Cu15Be15,BMG,Zr,Al,Ni,Cu,Be,0,0,0,5,50.0,10.0,10.0,15.0,15.0,0.0,0.0,0.0
6251.0,Zr70Al7Ni7.67Cu15.33,BMG,Zr,Al,Ni,Cu,0,0,0,0,4,70.0,7.0,7.67,15.33,0.0,0.0,0.0,0.0
6262.0,Sc46Al14Co20Y20,BMG,Sc,Al,Co,Y,0,0,0,0,4,46.0,14.0,20.0,20.0,0.0,0.0,0.0,0.0
6273.0,Fe60Co10Hf5Mo7B15Y3,BMG,Fe,Co,Hf,Mo,B,Y,0,0,6,60.0,10.0,5.0,7.0,15.0,3.0,0.0,0.0
6282.0,Fe78Ga2P9C4B4Si3,BMG,Fe,Ga,P,C,B,Si,0,0,6,78.0,2.0,9.0,4.0,4.0,3.0,0.0,0.0
6293.0,Fe62.5Co12.5Ga5P12C4B4,BMG,Fe,Co,Ga,P,C,B,0,0,6,62.5,12.5,5.0,12.0,4.0,4.0,0.0,0.0
6309.0,Fe62.9Ni11.1Mo6P10C7.5B2.5,BMG,Fe,Ni,Mo,P,C,B,0,0,6,62.9,11.1,6.0,10.0,7.5,2.5,0.0,0.0
6321.0,Fe56Co7Ni7Zr6Nb2.5Ta1.5B20,BMG,Fe,Co,Ni,Zr,Nb,Ta,B,0,7,56.0,7.0,7.0,6.0,2.5,1.5,20.0,0.0
6342.0,Fe64.5Mo14C15B6Dy0.5,BMG,Fe,Mo,C,B,Dy,0,0,0,5,64.5,14.0,15.0,6.0,0.5,0.0,0.0,0.0
6347.0,(Fe0.6Co0.4)48Cr15Mo14C15B6Tm2,BMG,Fe,Co,Cr,Mo,C,B,Tm,0,7,28.8,19.200000000000003,15.0,14.0,15.0,6.0,2.0,0.0
6360.0,Fe64Cr10Mo5C8P13,BMG,Fe,Cr,Mo,C,P,0,0,0,5,64.0,10.0,5.0,8.0,13.0,0.0,0.0,0.0
6370.0,Fe46Mn10Mo16Cr4Ga2C15B7,BMG,Fe,Mn,Mo,Cr,Ga,C,B,0,7,46.0,10.0,16.0,4.0,2.0,15.0,7.0,0.0
6386.0,(Fe0.75Si0.1B0.15)96Nb4,BMG,Fe,Si,B,Nb,0,0,0,0,4,72.0,9.6,14.4,4.0,0.0,0.0,0.0,0.0
6395.0,Fe45Cr7.5Mo22.5C15B10,BMG,Fe,Cr,Mo,C,B,0,0,0,5,45.0,7.5,22.5,15.0,10.0,0.0,0.0,0.0
6407.0,Pd20.0Pt20.0Cu20.0Ni20.0P20.0,BMG,Pd,Pt,Cu,Ni,P,0,0,0,5,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0
21.0,Al25Zr75,CRA,Al,Zr,0,0,0,0,0,0,2,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
84.0,Al90Ca10,RMG,Al,Ca,0,0,0,0,0,0,2,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
118.0,Al94Ni6,CRA,Al,Ni,0,0,0,0,0,0,2,94.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
150.0,B17Fe83,BMG,B,Fe,0,0,0,0,0,0,2,17.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
162.0,B21Fe79,CRA,B,Fe,0,0,0,0,0,0,2,21.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
192.0,B48Ni52,CRA,B,Ni,0,0,0,0,0,0,2,48.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
212.0,Be41Ti59,RMG,Be,Ti,0,0,0,0,0,0,2,41.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
221.0,C10Ni90,CRA,C,Ni,0,0,0,0,0,0,2,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
228.0,Ca11Mg89,CRA,Ca,Mg,0,0,0,0,0,0,2,11.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0
252.0,Cu20La80,CRA,Cu,La,0,0,0,0,0,0,2,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
271.0,Cu40Zr60,RMG,Cu,Zr,0,0,0,0,0,0,2,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
281.0,Cu56Zr44,RMG,Cu,Zr,0,0,0,0,0,0,2,56.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
300.0,Cu76Fe24,CRA,Cu,Fe,0,0,0,0,0,0,2,76.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
333.0,Ge13Zr87,RMG,Ge,Zr,0,0,0,0,0,0,2,13.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0
338.0,Hf40Ni60,RMG,Hf,Ni,0,0,0,0,0,0,2,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
345.0,La40Ni60,CRA,La,Ni,0,0,0,0,0,0,2,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
349.0,La70Ni30,RMG,La,Ni,0,0,0,0,0,0,2,70.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
358.0,Mg75Y25,CRA,Mg,Y,0,0,0,0,0,0,2,75.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
374.0,Mg90Zn10,CRA,Mg,Zn,0,0,0,0,0,0,2,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
393.0,Ni15Ti85,CRA,Ni,Ti,0,0,0,0,0,0,2,15.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0
394.0,Ni18Zr82,RMG,Ni,Zr,0,0,0,0,0,0,2,18.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
439.0,Ni90Ti10,CRA,Ni,Ti,0,0,0,0,0,0,2,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
441.0,Ni95Si5,CRA,Ni,Si,0,0,0,0,0,0,2,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
442.0,P19Pd81,RMG,P,Pd,0,0,0,0,0,0,2,19.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
519.0,Ag20Ce10Cu70,RMG,Ag,Ce,Cu,0,0,0,0,0,3,20.0,10.0,70.0,0.0,0.0,0.0,0.0,0.0
535.0,Ag25Al10Mg65,RMG,Ag,Al,Mg,0,0,0,0,0,3,25.0,10.0,65.0,0.0,0.0,0.0,0.0,0.0
539.0,Ag25Mg60Y15,RMG,Ag,Mg,Y,0,0,0,0,0,3,25.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0
557.0,Ag30Mg50Y20,RMG,Ag,Mg,Y,0,0,0,0,0,3,30.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0
562.0,Ag31Cu55Fe14,CRA,Ag,Cu,Fe,0,0,0,0,0,3,31.0,55.0,14.0,0.0,0.0,0.0,0.0,0.0
571.0,Ag36Cu30Fe34,CRA,Ag,Cu,Fe,0,0,0,0,0,3,36.0,30.0,34.0,0.0,0.0,0.0,0.0,0.0
575.0,Ag38.4Mg38.4Ca23.2,BMG,Ag,Mg,Ca,0,0,0,0,0,3,38.4,38.4,23.2,0.0,0.0,0.0,0.0,0.0
604.0,Ag46.2Mg30.7Ca23.1,BMG,Ag,Mg,Ca,0,0,0,0,0,3,46.2,30.7,23.1,0.0,0.0,0.0,0.0,0.0
612.0,Ag50Ce3Cu47,RMG,Ag,Ce,Cu,0,0,0,0,0,3,50.0,3.0,47.0,0.0,0.0,0.0,0.0,0.0
618.0,Ag51Cu13Fe36,CRA,Ag,Cu,Fe,0,0,0,0,0,3,51.0,13.0,36.0,0.0,0.0,0.0,0.0,0.0
629.0,Ag5Mg85Y10,CRA,Ag,Mg,Y,0,0,0,0,0,3,5.0,85.0,10.0,0.0,0.0,0.0,0.0,0.0
638.0,Ag61.5Mg15.4Ca23.1,BMG,Ag,Mg,Ca,0,0,0,0,0,3,61.5,15.4,23.1,0.0,0.0,0.0,0.0,0.0
655.0,Ag9Cu84P7,RMG,Ag,Cu,P,0,0,0,0,0,3,9.0,84.0,7.0,0.0,0.0,0.0,0.0,0.0
686.0,Al10Cu82Nd8,RMG,Al,Cu,Nd,0,0,0,0,0,3,10.0,82.0,8.0,0.0,0.0,0.0,0.0,0.0
711.0,Al10Mg75Zn15,RMG,Al,Mg,Zn,0,0,0,0,0,3,10.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0
729.0,Al10Ni5Zr85,CRA,Al,Ni,Zr,0,0,0,0,0,3,10.0,5.0,85.0,0.0,0.0,0.0,0.0,0.0
754.0,Al12B38Co50,RMG,Al,B,Co,0,0,0,0,0,3,12.0,38.0,50.0,0.0,0.0,0.0,0.0,0.0
756.0,Al12B6Fe82,CRA,Al,B,Fe,0,0,0,0,0,3,12.0,6.0,82.0,0.0,0.0,0.0,0.0,0.0
760.0,Al12Cu78Nd10,CRA,Al,Cu,Nd,0,0,0,0,0,3,12.0,78.0,10.0,0.0,0.0,0.0,0.0,0.0
780.0,Al15Cu34Ti51,RMG,Al,Cu,Ti,0,0,0,0,0,3,15.0,34.0,51.0,0.0,0.0,0.0,0.0,0.0
782.0,Al15Cu35Ti50,RMG,Al,Cu,Ti,0,0,0,0,0,3,15.0,35.0,50.0,0.0,0.0,0.0,0.0,0.0
798.0,Al15La80Ni5,RMG,Al,La,Ni,0,0,0,0,0,3,15.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0
814.0,Al15Ni5Zr80,RMG,Al,Ni,Zr,0,0,0,0,0,3,15.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0
824.0,Al16B22Co62,RMG,Al,B,Co,0,0,0,0,0,3,16.0,22.0,62.0,0.0,0.0,0.0,0.0,0.0
835.0,Al16Ni56Zr28,RMG,Al,Ni,Zr,0,0,0,0,0,3,16.0,56.0,28.0,0.0,0.0,0.0,0.0,0.0
853.0,Al20B22Ni58,RMG,Al,B,Ni,0,0,0,0,0,3,20.0,22.0,58.0,0.0,0.0,0.0,0.0,0.0
889.0,Al20La40Ni40,RMG,Al,La,Ni,0,0,0,0,0,3,20.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0
892.0,Al20La55Ni25,RMG,Al,La,Ni,0,0,0,0,0,3,20.0,55.0,25.0,0.0,0.0,0.0,0.0,0.0
903.0,Al20Ni20Ti60,RMG,Al,Ni,Ti,0,0,0,0,0,3,20.0,20.0,60.0,0.0,0.0,0.0,0.0,0.0
906.0,Al20Ni28.8Zr51.2,RMG,Al,Ni,Zr,0,0,0,0,0,3,20.0,28.8,51.2,0.0,0.0,0.0,0.0,0.0
913.0,Al20Ni40Zr40,RMG,Al,Ni,Zr,0,0,0,0,0,3,20.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0
953.0,Al25La30Ni45,RMG,Al,La,Ni,0,0,0,0,0,3,25.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0
979.0,Al26Ni46Zr28,RMG,Al,Ni,Zr,0,0,0,0,0,3,26.0,46.0,28.0,0.0,0.0,0.0,0.0,0.0
1001.0,Al2Ni14Zr84,RMG,Al,Ni,Zr,0,0,0,0,0,3,2.0,14.0,84.0,0.0,0.0,0.0,0.0,0.0
1058.0,Al34Ni36Zr30,RMG,Al,Ni,Zr,0,0,0,0,0,3,34.0,36.0,30.0,0.0,0.0,0.0,0.0,0.0
1082.0,Al40Cu30Ti30,CRA,Al,Cu,Ti,0,0,0,0,0,3,40.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0
1088.0,Al40La18Ni42,RMG,Al,La,Ni,0,0,0,0,0,3,40.0,18.0,42.0,0.0,0.0,0.0,0.0,0.0
1114.0,Al45Cr20Si35,CRA,Al,Cr,Si,0,0,0,0,0,3,45.0,20.0,35.0,0.0,0.0,0.0,0.0,0.0
1132.0,Al4B22Fe74,RMG,Al,B,Fe,0,0,0,0,0,3,4.0,22.0,74.0,0.0,0.0,0.0,0.0,0.0
1156.0,Al50Cu30La20,CRA,Al,Cu,La,0,0,0,0,0,3,50.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0
1158.0,Al50Cu40La10,CRA,Al,Cu,La,0,0,0,0,0,3,50.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0
1171.0,Al50La20Ni30,RMG,Al,La,Ni,0,0,0,0,0,3,50.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0
1172.0,Al50La25Ni25,RMG,Al,La,Ni,0,0,0,0,0,3,50.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0
1182.0,Al52Fe23Ge25,RMG,Al,Fe,Ge,0,0,0,0,0,3,52.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0
1200.0,Al55Cr25Si20,CRA,Al,Cr,Si,0,0,0,0,0,3,55.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0
1207.0,Al55Ge35V10,RMG,Al,Ge,V,0,0,0,0,0,3,55.0,35.0,10.0,0.0,0.0,0.0,0.0,0.0
1259.0,Al5Mg85Zn10,CRA,Al,Mg,Zn,0,0,0,0,0,3,5.0,85.0,10.0,0.0,0.0,0.0,0.0,0.0
1270.0,Al5Ni50Ti45,CRA,Al,Ni,Ti,0,0,0,0,0,3,5.0,50.0,45.0,0.0,0.0,0.0,0.0,0.0
1294.0,Al60Cu35V5,CRA,Al,Cu,V,0,0,0,0,0,3,60.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0
1301.0,Al60Ge30V10,RMG,Al,Ge,V,0,0,0,0,0,3,60.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0
1318.0,Al62Ni30Zr8,RMG,Al,Ni,Zr,0,0,0,0,0,3,62.0,30.0,8.0,0.0,0.0,0.0,0.0,0.0
1337.0,Al65Cu15V20,CRA,Al,Cu,V,0,0,0,0,0,3,65.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0
1372.0,Al67Cu20V13,RMG,Al,Cu,V,0,0,0,0,0,3,67.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0
1373.0,Al67La16Ni17,RMG,Al,La,Ni,0,0,0,0,0,3,67.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0
1374.0,Al68.6Mn17.4Si14,CRA,Al,Mn,Si,0,0,0,0,0,3,68.6,17.4,14.0,0.0,0.0,0.0,0.0,0.0
1404.0,Al70Ce15Fe15,CRA,Al,Ce,Fe,0,0,0,0,0,3,70.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0
1424.0,Al70La25Ni5,CRA,Al,La,Ni,0,0,0,0,0,3,70.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0
1488.0,Al75La10Ni15,RMG,Al,La,Ni,0,0,0,0,0,3,75.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0
